,qubits,LGBA,LGeBA,LGAB,LGeAB,ABC,eABC,BAC,eBAC,AbC,eAbC,bAC,ebAC,BaC,eBaC,aBC,eaBC,abC,eabC,baC,ebaC,AB,eAB,BA,eBA,Ab,eAb,bA,ebA,Ba,eBa,aB,eaB
0,"[1, 0, 2]",1.2555706980351746,0.05627302741338521,1.3405442270963304,0.06414068016703982,0.7431990293493477,0.03555965575653139,0.7934412803799847,0.035560994686802974,-0.7085077559773897,0.0035325173828837137,-0.7038124343531859,0.0035329129575386482,-0.7112999072365829,0.0035325396323200907,-0.7065895605831817,0.0035326127296366893,0.50248875,0.00024999683567709913,0.5025345,0.0002499967280813391,1.1061321946824914,0.050163951266185565,1.018139275753148,0.05016440819877177,-0.7046738693605065,0.004995933366751623,-0.7040878932218059,0.004995953132827075,-0.7069276237401243,0.004995853301165314,-0.7084351350029353,0.00499579835472356
